problem,uuid,problem_type,question_type,source,answer
"(Shortlist 2004, problem N3) Determine all functions $f: \mathbb{N}^{*} \rightarrow \mathbb{N}^{*}$ such that, for all $m, n \in \mathbb{N}^{*}$, we have

$$
f(m)^{2}+f(n) \mid\left(m^{2}+n\right)^{2}
$$",870d8155-1526-5423-ab15-ae2f69af4541,Number Theory,proof,olympiads,f(n)=n
"N28 (25-6, Poland) Let $a, b, c, d$ be odd numbers, $0<a<b<c<d$, and $a d=$ $b c$. Prove that if
$$
a+d=2^{k}, b+c=2^{m},
$$

where $k, m$ are integers, then $a=1$.",60fa34d9-28c2-5f53-8c70-b8ec57354bad,Number Theory,proof,olympiads,1
"Find all functions $f$ from $\mathbb{N}$ to $\mathbb{N}$ satisfying the following condition:

$$
\forall n \in \mathbb{N}, f(f(n))<f(n+1)
$$",c451d5bf-3073-5d4b-a394-abfa98faee04,Number Theory,proof,olympiads,f(n)=n
"5.29. Let $p$ and $q$ be coprime natural numbers. Prove that

$$
\left[\frac{q}{p}\right]+\left[\frac{2 q}{p}\right]+\ldots+\left[\frac{(p-1) q}{p}\right]=\frac{(p-1)(q-1)}{2}
$$",b3709100-fe2f-59d8-b634-655c24d418e5,Number Theory,proof,olympiads,\frac{(p-1)(q-1)}{2}
"XXIX OM - I - Problem 7

For a fixed natural number $ n>2 $, we define: $ x_1 = n $, $ y_1=1 $, $ x_{i+1} = \left[\frac{1}{2}(x_i+y_i)\right] $, $ y_{i+1} = \left[ \frac{n}{x_{i+1}}\right] $. Prove that the smallest of the numbers $ x_1, x_2, \ldots, x_n $ is equal to $ [\sqrt{n}] $.
Note. $ [a] $ denotes the greatest integer not greater than $ a $.",078d6fbb-6ebb-5d13-9a91-6d639b91a84c,Number Theory,proof,olympiads,[\sqrt{n}]
"8. $[\mathbf{2 0}]$ Let $n$ be a positive integer, and let $a_{1}, a_{2}, \ldots, a_{n}$ be a set of positive integers such that $a_{1}=2$ and $a_{m}=\varphi\left(a_{m+1}\right)$ for all $1 \leq m \leq n-1$. Prove that $a_{n} \geq 2^{n-1}$.",397239d2-4141-5a5d-a0a4-f72b0049d361,Number Theory,proof,olympiads,a_{n}\geq2^{n-1}
"Show that if I take 3 integers, I can find 2 of them whose sum is even, then that if I take 5 integers I can find 3 of them whose sum is divisible by 3. Show next that if I take 11 integers I can find 6 of them whose sum is divisible by 6 and find the smallest integer $n$ such that if I take $n$ integers I can always find 18 of them whose sum is divisible by 18.",90e9495c-b3ea-5498-9b19-c7ebd438ef64,Number Theory,proof,olympiads,35
"6.5 $(x, y)$ denotes the greatest common divisor of positive integers $x$ and $y$. Let $a$ and $b$ be two positive integers, $(a, b)=1, \quad p \geqslant 3$ be a prime number, $\alpha=\left(a+b, \frac{a^{p}+b^{p}}{a+b}\right)$, prove that
(1) $(a, a)=1$;
(2) $\alpha=1$ or $\alpha=p$.
(Singapore Mathematical Olympiad, 1985)",6a3dbbb5-b999-581b-ba53-ff2f96c33e85,Number Theory,proof,olympiads,\alpha=1\text{or}\alpha=p
"IMO 1984 Problem B3 Let a, b, c, d be odd integers such that 0 < a < b < c < d and ad = bc. Prove that if a + d = 2 k and b + c = 2 m for some integers k and m, then a = 1.",c8350d66-2e4c-5ad7-8a11-59282c2b1453,Number Theory,proof,olympiads,1
"## Task 4 - 020914

Which two-digit numbers $xy$ have a square of the form $zxy$ ($x, y$ and $z$ are one of the digits 0 to 9)?

It is to be proven that the solution is complete!",efff836e-f934-571c-9335-237e9858b6d5,Number Theory,proof,olympiads,25
"3. Find all monic polynomials $f$ with integer coefficients having the following property: There is a positive integer $N$ such that $2(f(p)!)+1$ is divisible by $p$ for every prime number $p>N$ for which $f(p)$ is positive.

Remark: A polynomial is monic if its leading coefficient is 1 .

(Greece)",f432695e-85d5-5725-9418-de205accea06,Number Theory,proof,olympiads,f(x)=x-3
"24th Putnam 1963 Problem A2 The sequence a 1 , a 2 , a 3 , ... of positive integers is strictly monotonic increasing, a 2 = 2 and a mn = a m a n for m, n relatively prime. Show that a n = n.",f999916c-3959-5b90-b56c-6a89da0759a8,Number Theory,proof,olympiads,a_n=n
". Let $p$ be a prime number.

a) Show that if $a \equiv b(\bmod p)$, then $a^{p} \equiv b^{p}\left(\bmod p^{2}\right)$.

b) How many integers $n \in\left\{1,2, \ldots, p^{2}\right\}$ are there for which the equation $x^{p} \equiv n\left(\bmod p^{2}\right)$ has at least one solution?",93fbef1d-b7d3-52ec-9430-4f5f6b572268,Number Theory,proof,olympiads,p
"10.2. The set $M$ consists of the products of pairs of consecutive natural numbers: $1 \cdot 2, 2 \cdot 3, 3 \cdot 4, \ldots$ Prove that the sum of some two elements of the set $M$ is equal to $2^{2021}$.",118a9b71-a268-5d4f-8738-b34110cacb36,Number Theory,proof,olympiads,2^{2021}
"8.1. (13 points) Two people spend time playing a game: they take turns naming prime numbers not exceeding 100 such that the last digit of the number named by one player is equal to the first digit of the number named by the next player (except for the first prime number named in the game). Repeating numbers that have already been named is not allowed. The player who cannot name the next prime number according to these rules loses. Prove that one of the players can act in such a way as to guarantee a win, and find the smallest possible number of prime numbers that will be used by both players in such a game.

#",ecd2a82a-1998-5dc8-a394-533081646cc5,Number Theory,proof,olympiads,3
"51. $a, b$ and $n$ are fixed natural numbers. It is known that for any natural $k (k \neq b)$,
the number $a-k^{n}$ is divisible without remainder by $b-k$. Prove that $a=b^{n}$.",4a5bb813-bd69-5b07-b4d5-c0eda8079df7,Number Theory,proof,olympiads,b^{n}
"## Subject 4

a) 3 numbers are found that do not verify associativity (For example $(2 \circ 3) \circ 5 \neq 2 \circ(3 \circ 5)$ )

b) The cases $x=6 k, x=6 k+1, \ldots, x=6 k+5$ are analyzed

The solutions obtained are $x=6 k+1, x=6 k+2, x=6 k+5, k \in Z$

c) It is observed (from $x \bmod 3 \in\{0,1,2\}$ and $x \bmod 2 \in\{0,1\}$) that $x \circ y$ cannot take any values other than $0,1,2,3$

Thus $H \subseteq\{0,1,2,3\} \quad 1 \text{p}$

It is shown that $1 \notin H$ 1p

Using $1 \notin H$, it is shown that $2 \notin H, 3 \notin H$, hence $H=\{0\} \quad 1 \text{p}$

## MATHEMATICS OLYMPIAD

Local stage - Constanța, 16.02.2013

12th Grade",19023f67-b316-5a13-a162-d744134d690e,Number Theory,proof,olympiads,{0}
"14. How many positive integers $n$ are there for which $\left(2022+\frac{1}{2}\right)^{n}+\left(25+\frac{1}{2}\right)^{n}$ is an integer?

A three-digit number, with distinct and non-zero digits (say $a b c$), is called petaloid if there exists an integer $n \geq 1$ such that the number $c b a \underbrace{00 \cdots 0}_{n \text { zeros }}$ is a multiple of $a b c$. The smallest $n$ that makes this divisibility true is called the flower of $a b c$.

Example. The number 132 is petaloid, as 132 divides 23100. Since 23100/132 = 175 is an integer but $2310 / 132=17.5$ is not, the flower of 132 is 2.

(a) Let $a b c$ be a three-digit number (with distinct and non-zero digits) of the form $2^{x} \cdot 3^{y} \cdot 5^{z}$ with $x, y, z$ non-negative integers and $y \leq 2$. Prove that $a b c$ is petaloid.

(b) What is the maximum value of the flower of a petaloid number (of three digits)?

(c) Let $a b c$ be a petaloid number. Prove that $a b c$ is not divisible by 13.

## PROOF PROBLEM

Let $A B C$ be a triangle, $r$ the internal angle bisector of the acute angle $\widehat{B A C}$, and $K$ the projection of $B$ onto $r$, $L$ the projection of $K$ onto $A B$, and $D$ the reflection of $B$ with respect to $L$. Finally, let $H$ be the foot of the altitude of triangle $A B C$ from $B$. Prove that:

(a) $B H=2 L K$;

(b) $K A$ bisects the angle $\widehat{H K D}$;

(c) the triangle $A D H$ is isosceles.

SOLUTION:

The first quadrant of the Cartesian plane is the set of points $(x, y)$ with $x$ and $y$ strictly positive real numbers (i.e., $x>0, y>0$). Each point in the first quadrant is colored red or blue. Moreover, for every point $P=(x, y)$ in the first quadrant, all points on the ray starting from $P$ with slope $y$ (i.e., the ray originating from $P$ and passing through the point with coordinates $(x+1,2 y)$) have the same color as $P$. Prove that all points in the first quadrant have the same color.

## SOLUTION:

This competition would not have been possible without the valuable collaboration of all those who proposed, solved, modified, and tested the problems:

Lorenzo Benedini, Luigi Amedeo Bianchi, Alberto Cagnetta, Andrea Ferretti, Leonardo Franchi, Andrea Gallese, Marco Golla, Alessandro Iraci, Marcello Mamino, Giovanni Marzenta, Giuseppe Mascellani, Lorenzo Mazza, Silvia Pagani, Ludovico Pernazza, Federico Poloni, Matteo Protopapa, Lucio Tanzini.

Alessandra Caraceni and Davide Lombardo",ec608f2f-4f4a-5495-9135-10d94c3b23c1,Number Theory,proof,olympiads,6
"$18.4 .7 * \star$ Among numbers of the form $36^{k}-5^{l}$, where $k$ and $l$ are natural numbers. Taking the minimum value in absolute value, prove: the number obtained in this way is certainly the smallest positive number.



Translating the text into English while preserving the original formatting and line breaks, the result is as follows:

$18.4 .7 * \star$ Among numbers of the form $36^{k}-5^{l}$, where $k$ and $l$ are natural numbers. Taking the minimum value in absolute value, prove: the number obtained in this way is certainly the smallest positive number.",568dc50c-c0c7-5023-9701-0b5c795a7407,Number Theory,proof,olympiads,11
4. Each of five friends multiplied several consecutive numbers starting from 1. It turned out that one of the products is equal to the sum of the other four. Find all possible values of this product and show that there are no other values.,eb2de27e-a323-501e-a75a-3603408e4f1a,Number Theory,proof,olympiads,24
"Kanel-Belov A.Y.

Consider the sequence where the $n$-th term is the first digit of the number $2^n$.

Prove that the number of different ""words"" of length 13 - sets of 13 consecutive digits - is 57.",1c108472-da19-5235-b9a4-44881d836a12,Number Theory,proof,olympiads,57
"3. Let $A$ be an infinite set of positive integers. Find all natural numbers $n$ such that for each $a \in A$

$$
a^{n}+a^{n-1}+\cdots+a^{1}+1 \mid a^{n!}+a^{(n-1)!}+\cdots+a^{1!}+1
$$

(Miloš Milosavljević)

Time allowed: 270 minutes.

Each problem is worth 7 points.

## Second Day",3cd089ed-8029-52e1-8d72-c7b9fabe175f,Number Theory,proof,olympiads,"n\in{1,2}"
"Example 5 (1965 5th All-Russian Mathematical Olympiad) Given two coprime natural numbers $p$ and $q$. An integer $n$ is called ""good"" if it can be expressed in the form $n = px + qy$, where $x, y$ are non-negative integers. Conversely, $n$ is called ""bad"".
(1) Prove that there exists an integer $c$, such that among the integers $n$ and $c-n$, one is always good and the other is bad.
(2) How many non-negative bad integers are there.",e5386565-26fa-5faf-bb0a-bf0dd8a3b968,Number Theory,proof,olympiads,\frac{(p-1)(q-1)}{2}
Show that the power of $2^{n}$ - where $n$ is a natural number - cannot end in four identical digits. Find the smallest value of $n$ for which $2^{n}$ ends in three identical digits.,f693fcba-b12f-5660-895c-41ba6b3a6661,Number Theory,proof,olympiads,39
"9. There are 800 points on a circle, labeled $1, 2, \cdots, 800$ in a clockwise direction. They divide the circle into 800 gaps. Now, one point is chosen and colored red, and then other points are colored red according to the following rule: if the $k$-th point is colored red, then you can move $k$ gaps in a clockwise direction and color the point reached red. How many red points can be obtained at most on the circle? Prove your conclusion.",8ad36750-e3c8-5820-8afc-8a74a719f96a,Number Theory,proof,olympiads,25
"Let the sequence ${a_n}$ be defined as $a_1=1$, $a_{n+1}= \frac {4}{4-a_{n}}$ (for $n\in\mathbb{N}^*$).
(1) Prove that the sequence ${\frac {1}{a_{n}-2}}$ is an arithmetic sequence.
(2) Let $b_n=\frac{a_{2n}}{a_{2n-1}}$. Find the sum of the first $n$ terms of the sequence ${b_n}$, denoted as $T_n$.",96f460ed-aef7-51f5-ba30-b91b366c8d96,Algebra,proof,cn_k12,T_n=n+\frac{1}{2}\left(1-\frac{1}{2n+1}\right)
"Given a sequence $\{a_n\}$ that satisfies $a_n = a_{n+1} + 2a_n \cdot a_{n+1}$, and $a_1 = 1$.
(1) Prove that $\left\{ \frac {1}{a_{n}} \right\}$ is an arithmetic sequence;
(2) Let $b_n = a_n \cdot a_{n+1}$, find the sum of the first $n$ terms of $\{b_n\}$, denoted as $S_n$.",4eca5b4d-99d1-56e9-8f49-dd9cace766cc,Algebra,proof,cn_k12,\frac{n}{2n+1}
"Given a sequence $\{a_n\}$ whose sum of the first $n$ terms is $S_n$, and $a_1=1$, $a_{n+1}=\frac{n+2}{n}S_n$ ($n\in\mathbb{N}^*$), prove that the sequence $\left\{\frac{S_n}{n}\right\}$ is a geometric sequence.",5420b723-0e31-5793-a705-f56915f4b575,Algebra,proof,cn_k12,q=2
"The sequence $\{a\_n\}$ satisfies $a\_1=1$, $na_{n+1}=(n+1)a_{n}+n(n+1)$, $n∈N^{*}$.
Prove that the sequence $\{ \frac{a_{n}}{n}\}$ is an arithmetic sequence.
Let $b_{n}=3^{n}⋅ \sqrt {a_{n}}$, find the sum of the first $n$ terms of the sequence $\{b_{n}\}$, denoted as $S_{n}$.",992ff3b5-3438-54fe-84ef-3be73a483834,Algebra,proof,cn_k12,\frac{2n - 1}{4} \cdot 3^{n+1} + \frac{3}{4}
"Given a sequence $\{a_n\}$, where $a_1=1$, $a_{n+1}= \frac {2(n+1)a_n}{n}+n+1$.  
$(I)$ Prove that the sequence $\left\{ \frac {a_n}{n}+1\right\}$ is a geometric sequence.  
$(II)$ Find the sum of the first $n$ terms of the sequence $\{a_n\}$, denoted as $S_n$.",251827f7-af94-5f9d-b199-f5bbe4d14f9e,Algebra,proof,cn_k12,S_n=(n-1)\cdot2^{n+1}+2- \frac {n(n+1)}{2}
"Given points $B_1(1, y_1)$, $B_2(2, y_2)$, $\ldots$, $B_n(n, y_n)$ $(n \in \mathbb{N}^*)$ lie on the line $y = \frac{1}{2}x + 1$, and points $A_1(x_1, 0)$, $A_2(x_2, 0)$, $A_3(x_3, 0)$, $\ldots$, $A_n(x_n, 0)$ are sequentially positioned on the x-axis, where $x_1 = a$ $(0 < a < 1)$. For any $n \in \mathbb{N}^*$, the point $A_n$, $B_n$, $A_{n+1}$ form an isosceles triangle with $\angle B_n$ as the vertex angle. Let the area of $\triangle A_nB_nA_{n+1}$ be $S_n$.

1. Prove that the sequence $\{y_n\}$ is an arithmetic sequence;
2. Express $S_{2n-1}$ in terms of $a$ and $n$;
3. Define the sum of the first $n$ terms of the sequence $\left\{ \frac{1}{S_{2n-1}S_{2n}} \right\}$ as $T_n$. Determine whether $T_n$ is greater than $\frac{8n}{3n+4}$ $(n \in \mathbb{N}^*)$ and prove your conclusion.",9d860447-a98a-5081-af4a-710b0156b49d,Algebra,proof,cn_k12,T_n > \frac{8n}{3n+4}
"Given two sequences $\{a_n\}$ and $\{b_n\}$ satisfying $a_1 = \frac{1}{4}$, $a_n + b_n = 1$, and $b_{n+1} = \frac{b_n}{1-a_n^2}$.

(1) Find $b_1$, $b_2$, $b_3$, $b_4$;

(2) Prove that the sequence $\left\{ \frac{1}{b_n-1} \right\}$ is an arithmetic sequence, and find the general formula for the sequence $\{b_n\}$;

(3) Let $S_n = a_1a_2 + a_2a_3 + a_3a_4 + \ldots + a_na_{n+1}$, prove that $S_n < \frac{1}{4}$.",851c5dec-8fd2-508a-a769-7de69fe64ca4,Algebra,proof,cn_k12,S_n < \frac{1}{4}
"Given the sequence $\{a_n\}$ satisfies $a_1=1$, $a_{n+1}= \dfrac {a_n}{a_n^2+1}$.  
(I) Prove that: $a_{n+1} < a_n$;  
(II) Prove that: $\dfrac {1}{2^{n-1}}\leqslant a_n\leqslant \dfrac {2^{n}}{3\cdot 2^{n}-4}$.",37d75e6d-ade3-51df-b826-65c78d420b3e,Algebra,proof,cn_k12,\dfrac {1}{2^{n-1}}\leqslant a_n\leqslant \dfrac {2^{n}}{3\cdot 2^{n}-4}
"Given a sequence $\{a_n\}$ where all terms are positive, and $a_1=2$, $a_n=a _{n+1}^{ 2} +4a_{n+1}+2$,  
(1) Let $b_n=\log_2(a_n+2)$, prove that the sequence $\{b_n\}$ is geometric.  
(2) Let $c_n=nb_n$, find the sum of the first $n$ terms of the sequence $\{c_n\}$, $S_n$.",f8753b05-6725-5ecb-aae4-d615468f0895,Algebra,proof,cn_k12,8 - \frac{2+n}{2^{n-2}}
"Given a function $f(x)$ such that for any $x, y \in \mathbb{R}$, it always holds that $f(x) + f(y) = f(x+y)$, and when $x > 0$, $f(x) < 0$.  
(1) Prove that $f(x)$ is an odd function on $\mathbb{R}$.  
(2) Prove that $f(x)$ is a decreasing function on $\mathbb{R}$.  
(3) If $f(1) = -\frac{2}{3}$, find the maximum and minimum values of $f(x)$ in the interval [-3,3].",dc79528b-cc54-57ba-94c6-0da477183614,Algebra,proof,cn_k12,-2
"Given the function $f(x)=x+\dfrac{1}{x}$. Prove the monotonicity of the function $f(x)$ in the interval $(0,1)$.",9d37fbbc-6491-5e2c-82e9-8e6211f0236e,Algebra,proof,cn_k12,\text{Decreasing}
"Prove by mathematical induction that $1 + a + a^2 + \ldots + a^{n+1} = \frac{1-a^{n+2}}{1-a}$ (where $a \neq 1$ and $n \in \mathbb{N}^*$). When verifying the case for $n=1$, the left-hand side of the equation will contain the term:
A. 1
B. 1+a
C. 1+a+a^2
D. 1+a+a^2+a^4",8c07eb99-6a20-5146-a5ea-4cc47f118097,Algebra,proof,cn_k12,C
"Prove by contradiction: If a quadratic equation with integer coefficients $ax^2 + bx + c = 0$ ($a \neq 0$) has rational roots, then at least one of $a$, $b$, $c$ is even. When proving by contradiction, which of the following assumptions is correct?
A: Assume $a$, $b$, $c$ are all even
B: Assume $a$, $b$, $c$ are all not even
C: Assume at most one of $a$, $b$, $c$ is even
D: Assume at most two of $a$, $b$, $c$ are even",12afa16e-3084-53b5-b392-fdd1d22fc305,Algebra,proof,cn_k12,\text{B}
"In $\triangle ABC$, the sides opposite to angles $A$, $B$, $C$ are $a$, $b$, $c$ respectively. It is known that $\sin B(\tan A+\tan C)=\tan A\tan C$.
- (I) Prove that $a$, $b$, $c$ form a geometric sequence;
- (II) If $a=1$ and $c=2$, find the area $S$ of $\triangle ABC$.",4ca463aa-2904-5c78-9a5e-6f7106eaa3b4,Algebra,proof,cn_k12,\frac { \sqrt {7}}{4}
"For the function $f(x) = a + \frac{2}{2^x + 1}$ ($x \in \mathbb{R}$),

(1) Prove by definition that $f(x)$ is a monotonically decreasing function on $\mathbb{R}$;

(2) Determine whether there exists a real number $a$ such that $f(x)$ is an odd function. If it exists, find the value of $a$; if not, explain why.",870ef226-be07-532d-ab4d-9ee0b0c1f71e,Algebra,proof,cn_k12,-1
"Given the sequence $\{ a\_n\}$ that satisfies $a\_1=1$, $2a\_n a_{n+1} + a_{n+1} - a\_n = 0$, and the sequence $\{ b\_n\}$ that satisfies $b\_n = \frac{1}{2^n a\_n}$.

(1) Prove that the sequence $\{ \frac{1}{a\_n} \}$ is an arithmetic sequence;

(2) Find the sum of the first $n$ terms of the sequence $\{ b\_n\}$, denoted as $S\_n$.",2adcce92-c6f8-5887-adbd-bbcefd6e0e6e,Algebra,proof,cn_k12,3 - \frac{2n + 3}{2^n}
